Sample	Replicate	Exp.nbl	Depth	Data	Subsampling	N.nbl.reads	Type	Input.material	Fraction.tp.perc	Fraction.tp	Fraction.ddPCR
10M_mix_Bmap_CLBGA_0-11_rep46	46	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep46	46	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep46	46	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep46	46	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep46	46	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep46	46	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep46	46	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep46	46	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep46	46	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep46	46	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep46	46	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep46	46	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep47	47	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep47	47	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep47	47	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep47	47	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep47	47	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep47	47	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep47	47	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep47	47	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep47	47	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep47	47	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep47	47	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep47	47	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep47	47	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep47	47	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep47	47	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep48	48	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep48	48	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep48	48	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep48	48	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep48	48	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep48	48	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep48	48	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep48	48	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep48	48	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep48	48	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep48	48	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep48	48	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep48	48	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep48	48	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep48	48	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep49	49	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep49	49	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep49	49	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep49	49	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep49	49	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep49	49	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep49	49	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep49	49	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep49	49	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep49	49	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep49	49	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep49	49	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep49	49	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep49	49	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep49	49	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep50	50	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep50	50	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep50	50	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep50	50	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep50	50	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep50	50	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep50	50	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep50	50	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep50	50	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep50	50	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep50	50	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep50	50	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep50	50	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep50	50	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep50	50	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep51	51	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep51	51	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep51	51	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep51	51	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep51	51	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep51	51	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep51	51	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep51	51	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep51	51	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep51	51	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep51	51	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep51	51	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep51	51	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep51	51	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep51	51	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep52	52	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep52	52	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep52	52	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep52	52	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep52	52	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep52	52	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep52	52	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep52	52	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep52	52	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep52	52	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep52	52	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep52	52	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep52	52	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep52	52	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep52	52	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep53	53	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep53	53	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep53	53	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep53	53	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep53	53	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep53	53	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep53	53	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep53	53	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep53	53	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep53	53	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep53	53	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep53	53	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep53	53	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep53	53	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep53	53	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep54	54	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep54	54	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep54	54	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep54	54	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep54	54	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep54	54	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep54	54	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep54	54	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep54	54	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep54	54	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep54	54	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep54	54	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep54	54	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep54	54	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep54	54	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep55	55	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep55	55	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep55	55	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep55	55	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep55	55	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep55	55	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep55	55	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
